OrganizationFormalName,ActivityStartDate,ProjectName,MonitoringLocationName,Latitude,Logitude,ResultIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnit,AnalyticalMethod
Muckleshoot Indian Tribe (Tribal),11/18/2013,Project EPACONTINUOUS (system generated);2015_Soos Creek Stormwater Monitoring,Timberlane Dr Outfall YR1,47.3618,-122.097,STORET-513384173,Lead,0.00000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/19/2013,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598756591,Chromium,0.01000,mg/L,6020
Muckleshoot Indian Tribe (Tribal),12/20/2013,Project EPACONTINUOUS (system generated);2015_Soos Creek Stormwater Monitoring,Soos Creek Hatchery,47.31,-122.169,STORET-513383587,Iron,0.13900,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),5/29/2013,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279137061,Zinc,6.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),11/18/2013,Project EPACONTINUOUS (system generated);2015_Soos Creek Stormwater Monitoring,Outfall Above Hatchery,47.3123,-122.165,STORET-513387354,Copper,0.00100,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),12/20/2013,Project EPACONTINUOUS (system generated);2015_Soos Creek Stormwater Monitoring,156th Ave Outfall,47.3661,-122.134,STORET-513386227,Iron,0.12300,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),5/29/2013,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279140422,Zinc,7.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),12/20/2013,Project EPACONTINUOUS (system generated);2015_Soos Creek Stormwater Monitoring,Timberlane Dr Outfall YR1,47.3618,-122.097,STORET-513389320,Copper,0.00000,mg/L,200.8
Muckleshoot Indian Tribe (Tribal),11/18/2013,Project EPACONTINUOUS (system generated);2015_Soos Creek Stormwater Monitoring,Covington Creek,47.3125,-122.108,STORET-513382266,Zinc,0.00000,mg/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),5/28/2013,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598753075,Chromium,0.02000,mg/L,6020
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279137202,Copper,10.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141724,Zinc,6.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279137192,Zinc,7.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279141420,Zinc,6.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279141918,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279144227,Copper,2.40000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279140670,Copper,4.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141725,Copper,8.60000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142099,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142202,Zinc,4.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),1/7/2011,Lummi Auto Recyclers Monitoring Program,SW101,48.757659,-122.618103,STORET-598731635,Lead,0.00560,mg/L,6020
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279137105,Copper,8.30000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279137449,Zinc,20.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279139457,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279141415,Copper,6.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279144342,Copper,6.70000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141987,Copper,3.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279139876,Zinc,6.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279137108,Zinc,10.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279139297,Zinc,9.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279139869,Copper,7.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279139250,Copper,8.90000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),1/7/2011,Lummi Auto Recyclers Monitoring Program,SW102,48.757648,-122.617552,STORET-598731659,Lead,0.01000,mg/L,6020
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279142693,Copper,4.30000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142406,Zinc,5.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279143511,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279136925,Copper,3.30000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279139301,Copper,12.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279142701,Zinc,31.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279143507,Copper,3.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279144225,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142215,Copper,5.60000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142091,Copper,3.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279139458,Copper,1.40000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),2/7/2011,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598732759,Chromium,0.01000,mg/L,6020
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279140672,Zinc,0.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),12/13/2011,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598739343,Chromium,0.01000,mg/L,6020
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279141919,Copper,2.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279139255,Zinc,9.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),7/14/2011,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141973,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/12/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279144339,Zinc,5.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2011,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279137458,Copper,21.80000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),6/27/2011,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598736161,Lead,0.00800,mg/L,6020
Muckleshoot Indian Tribe (Tribal),3/17/2011,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279136938,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),6/1/2011,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142414,Copper,5.60000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),3/27/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-176415131,Copper,6.03000,ug/L,7010
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),10/23/2012,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-196101768,Zinc,8.60000,ug/L,7010
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res A6,47.52230523,-121.8395362,STORET-921699802,Copper,3.71000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/15/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279138921,Copper,2.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/15/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279144075,Zinc,14.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res Basket,47.5212,-121.842,STORET-921700376,Copper,7.71000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141212,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279137152,Zinc,6.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/19/2012,Lummi Auto Recyclers Monitoring Program,SW102,48.757648,-122.617552,STORET-598748493,Lead,0.00130,mg/L,6020
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),10/23/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-196101577,Zinc,12.70000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),4/20/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279138362,Copper,27.40000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res A6,47.52230523,-121.8395362,STORET-921699803,Zinc,27.70000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),3/27/2012,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-176415198,Lead,6.50000,ug/L,7010
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res P1,47.52126147,-121.8426366,STORET-921701232,Zinc,25.20000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res CB1,47.5199,-121.849,STORET-921700948,Zinc,22.50000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res A1,47.51589811,-121.8444247,STORET-921699515,Copper,2.29000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),10/15/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279141058,Copper,1.70000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),2/21/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-176415130,Zinc,14.80000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279137175,Copper,5.80000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res B7x,47.52191808,-121.8371192,STORET-921700089,Copper,1.02000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),2/21/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-176415129,Copper,9.90000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279141108,Copper,6.90000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),5/21/2012,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-176415232,Zinc,6.20000,ug/L,7010
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res CB1,47.5199,-121.849,STORET-921700947,Copper,9.07000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res Parking Lot,47.5215,-121.843,STORET-921701518,Copper,5.70000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),10/15/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279141049,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/15/2012,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279138658,Zinc,8.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/20/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279140023,Zinc,23.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141897,Copper,15.50000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279140885,Copper,6.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279141100,Zinc,6.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142624,Copper,9.40000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res B7x,47.52191808,-121.8371192,STORET-921700090,Zinc,13.60000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res P1,47.52126147,-121.8426366,STORET-921701231,Copper,6.61000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279140897,Zinc,4.00000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),5/21/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-176415134,Zinc,12.80000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279143130,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279140803,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/20/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279138369,Zinc,28.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),10/15/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279143037,Zinc,0.00000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),10/23/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-196101574,Copper,7.40000,ug/L,7010
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),3/27/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-176415132,Zinc,45.90000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),10/15/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279143048,Copper,3.90000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/20/2012,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279139845,Zinc,19.00000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/19/2012,Lummi Auto Recyclers Monitoring Program,SW100,48.757652,-122.619278,STORET-598748464,Lead,0.00180,mg/L,6020
Lummi Tribe of the Lummi Reservation (Tribal),11/19/2012,Lummi Auto Recyclers Monitoring Program,SW101,48.757659,-122.618103,STORET-598748476,Lead,0.00160,mg/L,6020
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279142630,Zinc,8.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res A1,47.51589811,-121.8444247,STORET-921699516,Zinc,20.90000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279140806,Copper,3.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/20/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279140533,Zinc,31.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/15/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279144087,Copper,9.70000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),5/21/2012,Water Quality Monitoring,Milepost 18.4,46.72,-123.98,STORET-176415228,Copper,3.60000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),4/20/2012,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279139854,Copper,20.80000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),10/15/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279143237,Zinc,0.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/15/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279144197,Copper,4.80000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279143140,Copper,3.50000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res C8,47.5170893,-121.8402976,STORET-921700662,Copper,1.16000,ug/L,200.8
Lummi Tribe of the Lummi Reservation (Tribal),11/14/2012,Surface Water - Regular Monitoring,SW014,48.81948368,-122.6866845,STORET-598748366,Chromium,0.01000,mg/L,6020
Muckleshoot Indian Tribe (Tribal),3/30/2012,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141890,Zinc,14.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res Parking Lot,47.5215,-121.843,STORET-921701519,Zinc,15.10000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/15/2012,White River Water Quality Monitoring Project,Mainstem Site 3,47.2849,-122.182,STORET-279138906,Zinc,0.00000,ug/L,200.8
Snoqualmie Indian Tribe (Tribal),3/15/2012,319,Res C8,47.5170893,-121.8402976,STORET-921700663,Zinc,35.50000,ug/L,200.8
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),5/21/2012,Water Quality Monitoring,Georgetown Gas,46.72,-124.02,STORET-176415133,Copper,59.70000,ug/L,7010
Muckleshoot Indian Tribe (Tribal),10/15/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279143221,Copper,1.20000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),3/15/2012,White River Water Quality Monitoring Project,Mouth Site 0048,47.2313,-122.111,STORET-279144177,Zinc,5.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),5/22/2012,White River Water Quality Monitoring Project,408 Site 0048,47.2359,-122.101,STORET-279141215,Copper,3.00000,ug/L,200.8
Muckleshoot Indian Tribe (Tribal),4/20/2012,White River Water Quality Monitoring Project,Upper Site 0050,47.2242,-122.104,STORET-279140026,Copper,15.60000,ug/L,200.8
